Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
W213300079100001,2363,Maharashtra,Nagpur,PARSEONI,Parseoni,"21°33'0"" N","79°10'0"" E",2021,7.00,1194,0,458,106,19,11,,420,96,44,29,54,0.47,,634,0.06
W211000078260001,2364,Maharashtra,Nagpur,PARSEONI,Nagalwadi,"21°34'0"" N","79°1'0"" E",2021,7.10,962,0,439,50,18,15,,410,98,40,26,12,0.35,,516,0.38
W212400079281501,2365,Maharashtra,Nagpur,RAMTEK,Sivani,"21°24'0"" N","79°28'15"" E",2021,7.20,974,0,317,89,23,14,,340,78,35,28,1,0.65,,517,0.43
W205700079130001,2366,Maharashtra,Nagpur,Umrer,Uti,"20°57'0""N","79°13'0""E",2021,7.30,1343,0,354,128,35,34,,445,90,53,27,2,0.71,,907,0.00
W211700079203001,2367,Maharashtra,Nagpur,MOUDA,Chacher,"21°17'0"" N","79°20'30"" E",2021,7.10,1469,0,311,241,64,4,,550,124,58,40,1,0.91,,776,0.04
W214050079252001,2368,Maharashtra,Nagpur,RAMTEK,Manegaon Tek,"21°40'50"" N","79°25'20"" E",2021,7.00,1598,0,330,142,7,46,,425,80,55,24,4,0.92,,842,0.02
W212735078523501,2369,Maharashtra,Nagpur,SAVNER,Kelod,"21°27'35"" N","78°52'35"" E",2021,7.20,1494,0,427,163,55,42,,445,110,41,91,2,0.82,,791,0.00
W210800078480001,2370,Maharashtra,Nagpur,HINGNA,Sathnaori,"21°8'0"" N","78°48'0"" E",2021,7.40,1240,0,366,71,41,42,,415,74,56,27,16,0.64,,655,0.28
W212200079110001,2371,Maharashtra,Nagpur,PARSEONI,Nayakund,"21°22'0"" N","79°11'0"" E",2021,7.20,1026,0,366,78,22,33,,395,62,58,24,5,0.35,,547,0.02
W212700078580001,2372,Maharashtra,Nagpur,SAVNER,Khubala,"21°27'0"" N","78°58'0"" E",2021,7.30,854,0,342,43,21,21,,330,80,32,19,15,0.48,,451,0.38
W212000079130001,2373,Maharashtra,Nagpur,PARSEONI,Wagholi,"21°20'0"" N","79°13'0"" E",2021,7.40,819,0,366,43,14,15,,330,58,45,26,3,0.51,,435,0.22
W212200079240001,2374,Maharashtra,Nagpur,RAMTEK,Sirpur Toli,"21°22'0"" N","79°24'0"" E",2021,7.50,782,0,201,71,21,24,,230,40,32,31,3,0.41,,415,0.00
W211430079324501,2375,Maharashtra,Nagpur,MOUDA,Khat,"21°14'30"" N","79°32'45"" E",2021,7.30,420,0,134,35,32,7,,130,32,12,30,2,0.81,,223,0.09
W205300078583001,2376,Maharashtra,Nagpur,NAGPUR (RURAL),Borkhedi,"20°53'0"" N","78°58'30"" E",2021,7.10,891,0,336,53,18,9,,295,68,30,28,2,0.75,,468,0.57
W211600078453001,2377,Maharashtra,Nagpur,KATOL,Chargaon (Punarwasi),"21°16'0"" N","78°45'30"" E",2021,7.10,975,0,360,50,28,39,,395,68,55,24,1,0.34,,514,0.02
W204810079254301,2378,Maharashtra,Nagpur,NAGPUR,Nawegaon (Deshmukh),"20°48'10"" N","79°25'43"" E",2021,7.10,703,0,330,18,26.5,31.5,,260,64,24,29,8,0.51,,369,0.12
W212510079021801,2379,Maharashtra,Nagpur,BHIWAPUR,Kothulna,"21°25'10"" N","79°2'18"" E",2021,6.90,2598,0,708,404,21,13,,1000,184,131,78,13,0.41,,1380,0.05
W205600078510001,2380,Maharashtra,Nagpur,SAVNER,Kanholi bara,"20°56'0""N","78°51'0""E",2021,7.50,509,0,195,28,31,24,,210,76,5,15,1,0.11,,272,0.05
W205200079131001,2381,Maharashtra,Nagpur,Hingana,Makardhokda,"20°52'0"" N","79°13'10"" E",2021,7.60,536,0,183,64,22,4,,200,26,33,25,12,0.08,,285,0.71
W205940078553001,2382,Maharashtra,Nagpur,UMRED,Amgaon,"20°59'40"" N","78°55'30"" E",2021,7.50,798,0,232,85,30,10,,260,40,39,37,1,0.34,,425,0.05
W201945080360001,2383,Maharashtra,Nagpur,HINGNA,Sawargaon,"21°23'30"" N","78°38'6"" E",2021,7.20,962,0,342,106,22,1,,380,76,46,30,10,0.04,,508,0.00
W210830078454501,2384,Maharashtra,Nagpur,NARKHED,Mohpa,"21°8'30""N","78°45'45""E",2021,7.50,1164,0,488,106,21,13,,490,74,74,30,2,0.08,,614,0.00
W211810078545001,2385,Maharashtra,Nagpur,Nagpur (Rural),Dhapewada,"21°18'10"" N","78°54'50"" E",2021,7.60,1347,0,464,170,28,30,,570,132,58,39,1,0.02,,710,0.00
W211510079044801,2386,Maharashtra,Nagpur,KALAMESHWAR,Koradi,"21°15'10"" N","79°4'48"" E",2021,7.50,1091,0,397,106,41,44,,460,84,61,36,1,0.11,,582,0.05
W212323078562601,2387,Maharashtra,Nagpur,KAMPTEE,Saoner-1,"21°23'23"" N","78°56'26"" E",2021,7.50,1370,0,610,106,24,7,,600,88,92,34,1,0.03,,718,0.00
W210850079240101,2388,Maharashtra,Nagpur,SAVNER,Mouda-1,"21°8'50"" N","79°24'1"" E",2021,7.40,1071,0,360,71,38,44,,210,48,22,119,12,0.01,,571,0.06
W211014078364001,2389,Maharashtra,Nagpur,Kamptee,Nandora,"21°10'14"" N","78°36'40"" E",2021,7.40,444,0,250,78,0,0,,250,40,36,19,2,0.15,,245,0.02
W205452078563801,2390,Maharashtra,Nagpur,KATOL,Takalghat,"20°54'52"" N","78°56'38"" E",2021,7.50,1956,0,769,206,64,4,,800,192,78,61,4,0.02,,1054,0.03
W212112078592601,2391,Maharashtra,Nagpur,HINGNA,Bhasali Takli,"21°21'12"" N","78°59'26"" E",2021,7.20,1678,0,561,170,59,47,,700,108,104,40,3,0.03,,895,0.30
W213151079205101,2392,Maharashtra,Nagpur,SAVNER,Kharpada,"21°31'51"" N","79°20'51"" E",2021,7.10,1487,0,403,92,52,46,,510,124,49,32,6,0.02,,795,0.10
W162200075163001,2393,Maharashtra,Nagpur,RAMTEK,Malapur,"21°25'56"" N","78°39'34"" E",2021,7.40,814,0,305,50,82,46,,360,58,52,24,1,0.05,,444,0.00
W210811078540301,2394,Maharashtra,Nagpur,NARKHED,Gonkhedi,"21°8'11"" N","78°54'3"" E",2021,7.50,854,0,305,71,40,42,,340,48,53,34,1,0.09,,454,0.05
W201735076581801,2395,Maharashtra,Nagpur,NAGPUR (RURAL),Ridhora,"21°13'56"" N","78°37'14"" E",2021,7.40,634,0,464,28,50,12,,400,44,70,25,1,0.07,,337,0.04
W211231079043801,2396,Maharashtra,Nagpur,KATOL,Nagpur_Koradi naka,"21°12'31""N","79°4'38""E",2021,7.50,1645,0,500,177,20,17,,630,116,83,22,10,0.07,,856,0.09
W210054079213701,2397,Maharashtra,Nagpur,Nagpur (Rural),Kuhi-1,"21°0'54"" N","79°21'37"" E",2021,7.60,868,0,366,71,14,8,,320,42,52,35,1,0.09,,469,0.06
W211333079225201,2398,Maharashtra,Nagpur,KUHI,Tarsha,"21°13'33"" N","79°22'52"" E",2021,7.30,2331,0,671,298,19,14,,810,228,58,16,130,0.07,,1242,0.02
W210406078531501,2399,Maharashtra,Nagpur,MOUDA,Mohgaon Zelpi,"21°4'6"" N","78°53'15"" E",2021,7.50,897,0,415,35,178,36,,540,100,70,23,2,0.75,,483,0.39
W212007079010001,2400,Maharashtra,Nagpur,HINGNA,Patansaongi-2,"21°20'7"" N","79°1'0"" E",2021,7.80,1609,0,586,184,35,41,,710,164,73,24,10,0.08,,840,0.02
W212032078432301,2401,Maharashtra,Nagpur,SAVNER,Lohgad,"21°20'32"" N","78°43'23"" E",2021,7.40,1140,0,391,142,8,14,,450,100,49,26,2,0.11,,603,0.05
W204443079041101,2402,Maharashtra,Nagpur,KALAMESHWAR,Singori,"20°44'43"" N","79°4'11"" E",2021,7.50,693,0,305,82,42,47,,445,88,55,14,1,0.17,,371,0.03
W210742078430101,2403,Maharashtra,Nagpur,UMRED,Ringnabodi-1,"20°44'43"" N","79°4'11"" E",2021,7.40,1207,0,330,177,29,27,,470,84,63,32,3,0.14,,640,0.05
W211808078582302,2404,Maharashtra,Nagpur,Kalmeshwar,Sillori,"21°18'8""N","78°58'23""E",2021,6.70,1834,0,769,135,19,37,,680,104,102,66,0,0.06,,958,0.05
W211308078420802,2405,Maharashtra,Nagpur,Kalmeshwar,Wasboli,"21°13'8""N","78°42'8""E",2021,7.30,1063,0,391,142,42,41,,470,98,55,32,34,0.01,,572,0.10
W135710076072501,2406,Maharashtra,Nagpur,Katol,Ramgiri,"21°18'7""N","78°45'5""E",2021,7.10,586,0,183,43,41,44,,210,56,17,28,2,0.12,,323,0.06
W211109078572402,2407,Maharashtra,Nagpur,Kalmeshwar,Khairgaon,"21°11'9""N","78°57'24""E",2021,7.20,1434,0,293,255,14,9,,560,124,61,29,3,0.03,,738,0.12
W210806079180801,2408,Maharashtra,Nagpur,HINGNA,Ghumthala,"21°4'26"" N","78°57'28"" E",2021,7.50,859,0,317,85,23,23,,450,104,46,0,0,0.10,,456,0.07
W212415078503901,2409,Maharashtra,Nagpur,SAVNER,Pipla Wadi,"21°4'26"" N","78°57'28"" E",2021,7.40,616,0,244,53,43,15,,280,60,32,16,2,0.09,,336,0.07
W203700078430001,2410,Maharashtra,Nagpur,NAGPUR (RURAL),Sonegaon,"21°4'26"" N","78°57'28"" E",2021,7.30,776,0,214,43,63,16,,310,48,46,1,0,0.08,,405,0.17
W182600074260001,2411,Maharashtra,Pune,Daund,Patas,"18°26'0""N","74°26'0""E",2021,8.07,1551,0,336,223,13,32,,225,52,23.0888,38,1,0.51,,1008,0.67
W184900074220001,2412,Maharashtra,Pune,Shirur,Shirur,"18°49'0""N","74°22'0""E",2021,7.78,1675,0,397,181,22,31,,325,94,21.8736,114,17,0.34,,1089,1.20
W181700074070001,2413,Maharashtra,Pune,Purandhar,Sakurde,"18°17'0""N","74°7'0""E",2021,7.95,1051,0,244,85,7,32,,235,58,21.8736,12,1,0.19,,683,0.23
W191615073580001,2414,Maharashtra,Pune,Junnar,Otur,"19°16'15""N","73°58'0""E",2021,8.01,932,0,134,89,7,31,,160,34,18.228,47,2,0.21,,606,0.38
W194503084421601,2415,Maharashtra,Pune,Ambegaon,Kalamb,"19°3'30""N","73°57'40""E",2021,8.07,1619,0,574,127,10,32,,360,88,34.0256,14,2,0.54,,1052,0.48
W185150073535001,2416,Maharashtra,Pune,Khed,Rajgurnagar (Khed),"18°51'50""N","73°53'50""E",2021,7.87,332,0,134,28,2,4,,130,28,14.5824,7,1,0.21,,216,0.11
W190800073590001,2417,Maharashtra,Pune,Junnar,Narayangaon,"19°8'0""N","73°59'0""E",2021,8.00,843,0,281,53,7,31,,205,54,17.0128,30,1,0.30,,548,0.32
W180500074550001,2418,Maharashtra,Pune,Indapur,Nimbgaon-Ketke,"18°5'0""N","74°55'0""E",2021,7.88,980,0,311,113,6,32,,440,102,44.9624,152,3,0.25,,637,0.53
W182000073510001,2419,Maharashtra,Pune,Haveli,Shivpur Khed,"18°20'0""N","73°51'0""E",2021,7.65,688,0,220,60,5,26,,260,44,36.456,3,1,0.19,,447,0.38
W191000074130001,2420,Maharashtra,Pune,Junnar,Ane,"19°10'0""N","74°13'0""E",2021,7.68,594,0,195,28,4,8,,160,42,13.3672,120,21,0.12,,386,0.25
W180640074121001,2421,Maharashtra,Pune,Purandhar,Pimpri (Kh) Malvasti,"18°6'40""N","74°12'10""E",2021,8.03,1353,0,372,64,34,22,,125,32,10.9368,17.2,5,0.27,,879,1.03
W181800073380001,2422,Maharashtra,Pune,Velhe,Wehle,"18°18'0""N","73°38'0""E",2021,7.44,245,0,73,35,3,3,,105,18,14.5824,32,2,0.15,,159,0.07
W181600074460001,2423,Maharashtra,Pune,Indapur,Bhadalwadi,"18°16'0""N","74°46'0""E",2021,7.95,1523,0,348,216,23,23,,380,68,51.0384,36,44,0.52,,990,0.71
W181810073583001,2424,Maharashtra,Pune,Purandhar,Narayanpur,"18°18'10""N","73°58'30""E",2021,7.91,501,0,207,35,5,13,,175,22,29.1648,32,7,0.23,,326,0.21
W180540074364001,2425,Maharashtra,Pune,Baramati,Dorlewadi,"18°5'40""N","74°36'40""E",2021,7.82,1082,0,214,103,9,32,,305,68,32.8104,92,2,0.14,,703,0.46
W181605074101501,2426,Maharashtra,Pune,Purandhar,Jejuri,"18°16'5""N","74°10'15""E",2021,7.95,1079,0,397,113,5,14,,340,42,57.1144,94,3,0.23,,701,0.38
W181505074050001,2427,Maharashtra,Pune,Purandhar,Pangre Sailar Basti,"18°15'5""N","74°5'0""E",2021,8.12,686,0,287,28,2,11,,215,56,18.228,54,28,0.20,,446,0.89
W181450074322001,2428,Maharashtra,Pune,Baramati,Undavri Kade Pathar,"18°14'50""N","74°32'20""E",2021,7.84,1222,0,311,131,13,14,,270,48,36.456,6,1,0.69,,794,0.32
W183800074034001,2429,Maharashtra,Pune,Haveli,Parne,"18°38'0""N","74°3'40""E",2021,8.10,1735,0,592,205,25,28,,600,144,58.3296,12,1,0.43,,1128,2.28
W191222073521001,2430,Maharashtra,Pune,Junnar,Junnar,"19°12'22""N","73°52'10""E",2021,8.05,1197,0,122,106,7,28,,105,28,8.5064,4,0,0.23,,778,0.65
W183455073315501,2431,Maharashtra,Pune,Mulshi,Kolwan,"18°34'55""N","73°31'55""E",2021,7.81,436,0,189,28,3,5,,180,24,29.1648,2.45,1,0.67,,283,0.25
W182947073431201,2432,Maharashtra,Pune,Mulshi,Bukum,"18°29'47""N","73°43'12""E",2021,7.47,810,0,293,74,12,12,,355,110,19.4432,8.11,1,0.33,,527,0.40
W183157073311101,2433,Maharashtra,Pune,Mulshi,Mulshi,"18°31'57""N","73°31'11""E",2021,7.95,106,0,24,7,2,12,,35,6,4.8608,10.8,1,0.22,,69,0.44
W184530073250501,2434,Maharashtra,Pune,Mawal,Lonawala,"18°45'30""N","73°25'5""E",2021,7.66,296,0,92,28,4,4,,115,26,12.152,5.2,1,0.10,,192,0.16
W185410074051501,2435,Maharashtra,Pune,Ambegaon,Loni (Ambegaon),"18°54'10""N","74°5'15""E",2021,8.10,860,0,226,74,8,20,,285,46,41.3168,78,32,0.25,,559,0.39
W180810074151501,2436,Maharashtra,Pune,Baramati,Karanje,"18°8'10""N","74°15'15""E",2021,8.21,894,0,189,110,11,21,,310,34,54.684,51,1,1.01,,581,0.73
W185009074032101,2437,Maharashtra,Pune,Shirur,Pabal New,"18°50'9""N","74°3'21""E",2021,7.85,584,0,207,60,6,9,,240,68,17.0128,18,1,0.86,,380,0.30
W184129074075001,2438,Maharashtra,Pune,Shirur,Shikrapur,"18°41'29""N","74°7'50""E",2021,7.80,1769,0,397,258,27,32,,470,104,51.0384,4,1,0.45,,1150,0.43
W184526073503501,2439,Maharashtra,Pune,Khed,Kharabwadi,"18°45'26""N","73°50'35""E",2021,7.51,942,0,256,142,10,9,,335,72,37.6712,132,31,0.26,,612,0.45
W181809073414301,2440,Maharashtra,Pune,Velhe,Kolawade,"18°18'9""N","73°41'43""E",2021,7.85,522,0,226,32,3,9,,215,56,18.228,22,2,0.17,,339,0.23
W181215073540801,2441,Maharashtra,Pune,Bhor,Kasurdi-1,"18°12'15""N","73°54'8""E",2021,7.72,201,0,43,42,1,5,,85,26,4.8608,52,16,0.13,,131,0.09
W180953074100701,2442,Maharashtra,Pune,Purandhar,Kamatwadi-Walha,"18°9'53""N","74°10'7""E",2021,7.61,1925,0,330,368,13,4,,430,78,57.1144,17.2,5,0.14,,1251,0.76
W184542073335201,2443,Maharashtra,Pune,Mawal,Kamshet,"18°45'42""N","73°33'52""E",2021,7.89,840,0,293,99,11,10,,355,84,35.2408,14.3,1,0.12,,546,0.73
W183948074221701,2444,Maharashtra,Pune,Shirur,Nhavare-1,"18°39'48""N","74°22'17""E",2021,7.72,1201,0,281,177,11,32,,335,58,46.1776,74,12,0.22,,781,1.00
W191005074050501,2445,Maharashtra,Pune,Junnar,Ale-1,"19°10'5""N","74°5'5""E",2021,7.88,642,0,287,39,7,17,,240,62,20.6584,5.3,1,0.22,,417,0.30
W190805074114501,2446,Maharashtra,Pune,Junnar,Belhe-1,"19°8'5""N","74°11'45""E",2021,7.54,791,0,330,50,5,29,,355,84,35.2408,64,29,0.32,,514,0.89
W183349073502601,2447,Maharashtra,Pune,Pune City,Khadki,"18°33'49""N","73°50'26""E",2021,7.95,1023,0,397,110,8,7,,310,70,32.8104,4.11,1,0.28,,665,0.89
W182455074010501,2448,Maharashtra,Pune,Purandhar,Zendewadi-1,"18°24'55""N","74°1'5""E",2021,7.91,607,0,226,50,5,25,,270,70,23.0888,70,23,0.24,,395,0.34
W183557074003101,2449,Maharashtra,Pune,Haveli,Wagholi-1,"18°35'57""N","74°0'31""E",2021,7.87,1499,0,403,198,11,17,,400,86,44.9624,86,45,0.25,,974,0.16
W180912074352101,2450,Maharashtra,Pune,Baramati,Baramati,"18°9'12""N","74°35'21""E",2021,7.61,241,0,79,25,2,6,,105,30,7.2912,30,7,0.13,,157,0.99
W255940091514201,2451,Meghalaya,Ri-Bhoi,Umling,Pahanmawlier,25.9946667,91.86175,2021,8.27,154.40,0.00,73.26,17.725,1.69,1.13,,70.00,16.01,7.27,10.79,3.58,0.56,,78.06,
W251700091430001,2452,Meghalaya,East Khasi Hills,Sohra,Cherrapunji,25.2840833,91.7195,2021,8.16,172.40,0.00,30.52,28.360,9.43,4.91,,60.00,16.01,4.85,8.83,6.35,0.28,,90.94,
W253440091383001,2453,Meghalaya,West Khasi Hills,Mairang,Mairang,25.5624167,91.63938889,2021,8.13,182.10,0.00,48.84,31.905,13.88,4.90,,65.00,18.01,4.85,16.43,5.71,0.29,,95.43,
W255400091530002,2454,Meghalaya,Ri-Bhoi,Umling,Nongpoh,25.9090556,91.87759167,2021,8.02,330.20,0.00,79.36,46.085,25.88,4.02,,95.00,16.01,13.34,28.90,14.31,0.41,,170.20,
W255217091354001,2455,Meghalaya,Ri-Bhoi,Jirang,Patharkhamma Barigaon,25.8714444,91.59475,2021,7.71,128.00,0.00,30.52,35.450,0.25,6.87,,45.00,6.00,7.28,11.72,10.10,0.33,,66.14,
W255532091564001,2456,Meghalaya,Ri Bhoi,Umling,Tamanpahlong,25.926,91.94472222,2021,7.51,57.49,0.00,30.52,14.180,0.66,2.75,,35.00,8.01,3.64,5.51,1.85,0.27,,29.89,
W251800089513501,2457,Meghalaya,South West Garo Hills,Zikzak,Mahendraganj,25.3033333,89.85083333,2021,7.25,432.10,0.00,238.09,138.255,9.17,3.70,,220.00,30.02,35.18,61.53,8.56,0.48,,227.60,
W254929090275701,2458,Meghalaya,North  Garo Hills,Resulbelpara,Mendal,25.8261111,90.46527778,2021,6.73,302.40,0.00,128.20,223.335,1.44,0.93,,120.00,16.01,19.41,79.99,68.76,0.14,,162.70,
W254520089585001,2459,Meghalaya,West Garo Hills,Selsella,Rajabala,25.7558333,89.98305556,2021,6.65,123.40,0.00,73.26,102.805,6.45,0.08,,80.00,20.02,7.27,44.75,11.07,0.23,,65.73,
W255300090030001,2460,Meghalaya,West Garo Hills,Selsella,Phulbari,25.8897222,90.03638889,2021,6.58,180.80,0.00,85.47,106.350,10.65,0.30,,145.00,22.02,21.83,26.52,3.73,0.41,,95.17,
W255356090463901,2461,Meghalaya,North  Garo Hills,Resulbelpara,Dainadubi,25.8986111,90.77722222,2021,6.58,107.20,0.00,73.26,113.440,3.78,0.70,,40.00,14.01,1.21,59.87,29.50,0.12,,64.32,
W253233090350501,2462,Meghalaya,East Garo Hills,Samanda,Baiza Rongreng,25.5425,90.585,2021,6.57,63.36,0.00,61.05,88.625,3.81,0.84,,45.00,12.01,3.63,48.84,11.51,0.13,,35.46,
W253036090311001,2463,Meghalaya,East Garo Hills,Samanda,Williamnagar,25.5058333,90.60527778,2021,6.56,125.10,0.00,61.05,131.165,6.23,1.12,,55.00,20.02,1.20,62.74,30.41,0.11,,69.03,
W253437090313601,2464,Meghalaya,East Garo Hills,Samanda,Samanda Megapagre,25.5797222,90.52694444,2021,6.47,69.42,0.00,42.73,81.535,11.50,1.39,,55.00,10.01,7.28,35.69,10.71,0.16,,35.98,
W254444090240601,2465,Meghalaya,West Garo Hills,Rongram,Snalgre,25.7455556,90.40166667,2021,6.39,82.11,0.00,91.57,81.535,11.64,1.28,,80.00,30.02,1.20,42.63,9.18,0.07,,45.13,
W254410090492801,2466,Meghalaya,East Garo Hills,Dambo-Ronjeng,Rongmil,25.7377778,90.8225,2021,6.35,109.80,0.00,42.73,81.535,3.16,1.36,,65.00,10.01,9.70,29.27,8.67,0.21,,57.10,
W252657090021201,2467,Meghalaya,West Garo Hills,Selsella,Damjongre,25.6161111,90.03666667,2021,6.35,100.90,0.00,79.36,70.900,6.04,0.83,,55.00,20.02,1.20,42.62,8.79,0.47,,54.30,
W253637090442201,2468,Meghalaya,East Garo Hills,Dambo-Ronjeng,Narringirri,25.6102778,90.73944444,2021,6.10,37.44,0.00,42.73,70.900,6.51,0.25,,65.00,10.01,9.70,23.40,11.97,0.15,,19.69,
W255039090125601,2469,Meghalaya,West Garo Hills,Rongram,Rongram,25.5922222,90.24694444,2021,6.04,137.20,0.00,42.73,134.710,6.17,4.83,,60.00,10.01,8.49,58.99,19.36,0.10,,72.02,
W254000090481501,2470,Meghalaya,East Garo Hills,Dambo-Ronjeng,Rongjeng,25.6611111,90.80277778,2021,6.01,358.50,0.00,79.36,191.430,5.09,11.99,,155.00,18.01,26.69,53.32,35.97,0.27,,187.60,
W255515090303001,2471,Meghalaya,North  Garo Hills,Resulbelpara,Mendipathar,25.9194444,90.50722222,2021,5.88,57.43,0.00,30.52,95.715,2.63,0.33,,60.00,16.01,4.85,35.59,4.09,0.12,,29.53,
W253500090020001,2472,Meghalaya,South West Garo Hills,Betasing,Garobandha,25.58,90.0225,2021,5.70,198.40,0.00,61.05,166.615,5.82,0.75,,100.00,20.02,12.13,53.95,36.45,0.07,,105.40,
W253950090163201,2473,Meghalaya,West Garo Hills,Rongram,Baljek,25.6638889,90.27555556,2021,5.65,45.84,0.00,36.63,77.990,3.40,0.23,,45.00,16.01,1.21,34.08,10.76,0.08,,24.73,
W234305076003001,2474,Madhya Pradesh,Agar Malwa,Agar,Agar New,23.718,76.008,2021,7.52,1120,0,442,87,15,102,0.1,439,107,42,68,1.2,0.26,19,728,
W234716075482201,2475,Madhya Pradesh,Agar Malwa,Badod,Barod,23.788,75.806,2021,7.52,1501,0,710,65,18,78,0.1,667,192,45,48,3.5,0.52,35,976,
W240448076091801,2476,Madhya Pradesh,Agar Malwa,Susner,Guradi Bangla,24.08,76.155,2021,7.56,1272,0,591,52,14,80,0.3,535,158,34,58,4.6,0.49,26,827,
W234358075564601,2477,Madhya Pradesh,Agar Malwa,Badod,Jhounta,23.733,75.946,2021,7.67,598,0,218,52,24,38,0.2,232,65,17,42,1.2,0.68,41,389,
W234003076102701,2478,Madhya Pradesh,Agar Malwa,Agar,Kanad,23.668,76.174,2021,7.43,1052,0,467,62,10,58,0.1,424,113,34,53,2.4,0.34,28,684,
W234622076024001,2479,Madhya Pradesh,Agar Malwa,Agar,Kashi Bardiya,23.773,76.044,2021,7.62,1110,0,529,55,16,30,0.1,253,83,11,142,2.3,0.66,34,722,
W234420075511201,2480,Madhya Pradesh,Agar Malwa,Badod,Matkotra,23.739,75.853,2021,7.52,945,0,461,50,8,41,0.1,394,105,32,44,1.9,0.73,22,614,
W241118076102801,2481,Madhya Pradesh,Agar Malwa,Susner,Soyat,24.188,76.174,2021,7.52,3356,0,971,355,56,400,0.2,1232,315,108,242,14.5,0.56,44,2181,
W235640076060201,2482,Madhya Pradesh,Agar Malwa,Susner,Susner New,23.944,76.101,2021,7.66,1122,0,429,102,14,77,0.2,389,105,31,92,3.2,0.33,22,729,
W221834074210901,2483,Madhya Pradesh,Alirajpur,Alirajpur,Alirajpur,22.309,74.3530,2021,7.92,1202,0,415,139,42,21,BDL,425,130,24,98,2.4,0.51,19,781,
W222548074261401,2484,Madhya Pradesh,Alirajpur,Alirajpur,Ambua,22.431,74.4360,2021,7.75,1985,0,573,225,85,105,BDL,650,178,50,172,3.0,0.40,27,1290,
W222547074310201,2485,Madhya Pradesh,Alirajpur,Jobat,Badaguda,22.429,74.4990,2021,7.25,855,0,439,37,10,11,0.2,330,98,21,45,3.8,1.10,35,556,
W223255074191001,2486,Madhya Pradesh,Alirajpur,Bhabra,Bhabra  New,22.549,74.3170,2021,7.52,642,0,305,30,8,51,BDL,260,84,12,38,3.1,0.82,42,417,
W221325074203201,2487,Madhya Pradesh,Alirajpur,Alirajpur,Borkua,22.224,74.3420,2021,7.65,842,0,397,25,5,66,BDL,345,104,21,33,2.7,0.81,16,547,
W222125074143301,2488,Madhya Pradesh,Alirajpur,Kattiwada,Chandpur,22.357,74.2420,2021,7.74,1356,0,482,156,32,19,BDL,400,124,22,142,2.5,0.47,23,881,
W221534074355301,2489,Madhya Pradesh,Alirajpur,Alirajpur,Fatta,22.259,74.5480,2021,7.82,1312,0,525,141,15,24,0.1,395,124,21,126,5.5,1.23,27,853,
W222448074341201,2490,Madhya Pradesh,Alirajpur,Jobat,Jobat New,22.413,74.5700,2021,7.92,678,0,275,30,17,56,BDL,255,64,23,39,4.3,0.65,34,441,
W222851074090101,2491,Madhya Pradesh,Alirajpur,Kattiwada,Kathiwara,22.483,74.1490,2021,7.52,765,0,390,22,16,12,BDL,300,82,23,41,5.8,0.87,36,497,
W222051074310401,2492,Madhya Pradesh,Alirajpur,Alirajpur,Khattali,22.348,74.5180,2021,7.56,602,0,244,27,11,49,BDL,250,64,22,24,2.1,0.89,42,391,
W221616074315401,2493,Madhya Pradesh,Alirajpur,Alirajpur,Nanpur,22.269,74.5279,2021,7.89,2265,0,824,290,12,43,BDL,615,178,41,245,5.5,1.06,29,1472,
W223106074123601,2494,Madhya Pradesh,Alirajpur,Kattiwada,Salampura,22.518,74.208,2021,7.92,706,0,317,27,19,39,0.1,185,38,22,75,2.6,0.53,27,459,
W224028081454001,2495,Madhya Pradesh,Anuppur,Pushprajgarh,Amarkantak,22.6800,81.7572,2021,7.81,432,0,207,15,14,8,BDL,155,38,15,28,1.4,0.05,22,281,
W231153081532001,2496,Madhya Pradesh,Anuppur,Kotma,Banshi Tola,23.1883,81.9153,2021,7.57,376,0,165,15,5,28,0.1,125,42,5,25,4.6,0.10,35,244,
W211726082525301,2497,Madhya Pradesh,Anuppur,Anuppur,Barbaspur,23.0867,81.8908,2021,7.31,247,0,73,27,13,8,0.1,70,20,5,23,1.6,0.05,29,161,
W225550081363001,2498,Madhya Pradesh,Anuppur,Pushprajgarh,Basaniha,23.1783,81.5964,2021,7.61,612,0,299,27,10,29,BDL,285,84,18,22,1.9,0.12,29,398,
W224924081415201,2499,Madhya Pradesh,Anuppur,Pushprajgarh,Bhejari,22.8006,81.7325,2021,7.22,517,0,214,30,8,38,BDL,205,60,13,25,1.6,0.14,27,336,
W230835081355001,2500,Madhya Pradesh,Anuppur,Jaithari,Deohara,23.1636,81.5969,2021,7.32,622,0,250,30,17,55,0.2,265,58,29,21,2.6,0.05,26,404,
W220515076070601,2501,Madhya Pradesh,Anuppur,Jaithari,Dhangaon,23.0244,81.8556,2021,7.84,528,0,226,32,12,23,BDL,200,62,11,27,5.6,0.73,31,343,
W230359081375801,2502,Madhya Pradesh,Anuppur,Jaithari,Jamudi,23.6853,81.6386,2021,7.66,617,0,299,37,7,5,0.2,205,56,16,52,1.4,1.65,24,401,
W231252082061501,2503,Madhya Pradesh,Anuppur,Anuppur,Jhiriyatola,23.2128,82.0400,2021,7.29,312,0,140,17,9,7,BDL,100,30,6,22,7.1,0.29,34,203,
